country,site,latitude,longitude
Fiji,WAL133,-16.761814,179.175588
Fiji,WAL144,-16.704657,179.212374
Fiji,WAN001,-16.91580194,178.849718
Fiji,WAN002,-16.91037131,178.8459166
Fiji,WAN003,-16.9060422,178.8565151
Fiji,WAN005,-16.8921787,178.8524333
Fiji,WAN006,-16.89109258,178.8611223
Fiji,WAN007,-16.933791,178.910609
Fiji,WAN008,-16.93290842,178.9004944
Fiji,WAN009,-16.92458971,178.9021558
Fiji,WAN010,-16.88403276,178.8684537
Fiji,WAN011,-16.88403276,178.8861032
Fiji,WAN012,-16.88701961,178.8901762
Fiji,WAN013,-16.87642988,178.8863748
Fiji,WAN016,-16.90141077,178.8996798
Fiji,WAN017,-16.89760933,178.899512
Fiji,WAN022,-16.901006,178.937061
Fiji,WAN023,-16.90385455,178.936065
Fiji,WAN024,-16.90982825,178.9338928
Fiji,WAN025,-16.9120005,178.9433964
Fiji,WAN026,-16.91227203,178.9512708
Fiji,WAN027,-16.91906031,178.9542576
Fiji,WAN028,-16.93643832,178.9634897
Fiji,WAN104,-16.900938,178.853935
Fiji,WAN118,-16.886173,178.899999
Fiji,WAN119,-16.89274,178.909496
Fiji,C3,-17.063367,179.020033
Fiji,C5,-17.060783,179.0013
Fiji,KB07,-17.08317,179.04076
Fiji,KBO6,-17.07122,179.03417
Solomon Islands,KOL01,-8.0274,156.94531
Solomon Islands,KOL03,-7.93487,156.94547
Solomon Islands,KOL04,-7.89869,156.9644
Solomon Islands,KOL05,-7.87425,156.99083
Solomon Islands,KOL06,-7.85451,157.02391
Solomon Islands,KOL07,-7.84697,157.05191
Solomon Islands,KOL08,-7.8414,157.07823
Solomon Islands,KOL10,-7.86354,157.12758
Solomon Islands,KOL11,-7.88505,157.15083
Solomon Islands,KOL12,-7.91001,157.17221
Solomon Islands,KOL13,-7.94788,157.18622
Solomon Islands,KOL14,-7.98155,157.19156
Solomon Islands,KOL15,-8.01851,157.18784
Solomon Islands,KOL16,-8.04992,157.19556
Solomon Islands,KOL17,-8.09123,157.18382
Solomon Islands,KOL18,-8.11311,157.17444
Solomon Islands,KOL19,-8.13276,157.15825
Solomon Islands,P10,-8.163763101,156.9979306
Solomon Islands,P12,-8.148055504,157.0193985
Solomon Islands,P4,-8.155840393,156.958322
Solomon Islands,P7,-8.167484826,156.9768003
Solomon Islands,V1,-8.051629305,156.9593951
Solomon Islands,V10,-8.099517948,157.0042949
Solomon Islands,V2A,-8.0582,156.9631
Solomon Islands,V4,-8.066409003,156.9683952
Solomon Islands,V5,-8.072163052,156.9722104
Solomon Islands,V6,-8.078424783,156.9779307
Solomon Islands,V7,-8.083954003,156.9833478
Solomon Islands,V8,-8.090079651,156.9894821
Indonesia,Barat Sire,-8.36794,116.0977778
Indonesia,Barat Sire,-8.36794,116.0977778
Indonesia,Tanjung Sire,-8.35934,116.1108333
Indonesia,Teluk Medane,-8.35713,116.1238889
Indonesia,Ujung Sire,-8.36065,116.0966667
Indonesia,Ujung Sire,-8.36065,116.0966667
Indonesia,Gili Bidara,-8.43886,116.73894
Indonesia,Gili Kondo,-8.44114,116.73247
Indonesia,Gili Petagan,-8.43483,116.75606
Madagascar,Antsa_09,-22.78652,43.33463
